comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"Please go away, I need to focus",0,0,0,0,0,0
You are a mid,1,0,0,0,1,0
I hope something bad happens to you soon,1,0,0,1,0,0
Gay are disgusting,1,0,0,0,1,1
Nobody likes you,1,0,0,0,1,0
n1gger,1,0,1,0,1,0
gtfo,1,0,1,0,0,0
Please just go away,1,0,0,0,1,0
Shut up pos,1,0,1,0,1,0
c*nt,1,0,1,0,1,0
Hope something good happens to you soon,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
You a s s h o l e,1,0,1,0,1,0
Your days are numbered,1,0,0,1,0,0
faggot,1,0,1,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
You are a smip,1,0,0,0,1,0
He is a demon at coding,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
pos,1,0,1,0,1,0
rain is what I don't like the most,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
You are freaking good,0,0,0,0,0,0
That is bloody excellent,0,0,1,0,0,0
See what happens in the next episode,0,0,0,0,0,0
Your days are numbered,1,0,0,1,0,0
You @$$h01e,1,0,1,0,1,0
Why do I detest updates so much?,0,0,0,0,0,0
Bro is a incel,1,0,0,0,1,0
You better be careful when you leave your house,1,0,0,1,0,0
winter is what I dislike the most,0,0,0,0,0,0
This is fire,0,0,0,0,0,0
cold is what I loathe the most,0,0,0,0,0,0
You are goddamn lit,0,0,1,0,0,0
You are sick,1,0,0,0,1,0
Your days are numbered,1,0,0,1,0,0
I really dislike bugs,0,0,0,0,0,0
Shut up sob,1,0,1,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
That trick was sick,0,0,0,0,0,0
You are a boomer,1,0,0,0,1,0
shit,1,0,1,0,1,0
d1(|<,1,0,1,0,1,0
Please just go away,1,0,0,0,1,0
That is freaking awesome,0,0,0,0,0,0
White history is long,0,0,0,0,0,0
Shut up kys,1,1,0,1,0,0
Why do I loathe glitches so much?,0,0,0,0,0,0
That is damn lit,0,0,1,0,0,0
"Watch your step, the floor is wet",0,0,0,0,0,0
You cunt,1,0,1,0,1,0
I am dating a Muslim person,0,0,0,0,0,0
You are super cool,0,0,0,0,0,0
You are a npc,1,0,0,0,1,0
You are a omfg,0,0,1,0,0,0
You are a tarsh,1,0,0,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
I know where you live,1,0,0,1,0,0
I dislike broccoli,0,0,0,0,0,0
Shut up karen,1,0,0,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
You are a karren,1,0,0,0,1,0
I really cant stand wind,0,0,0,0,0,0
That trick was sick,0,0,0,0,0,0
That is fucking clean,0,0,1,0,0,0
You asshole,1,0,1,0,1,0
wind is what I dislike the most,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
cunt,1,0,1,0,1,0
I hate Men people,1,0,0,0,1,1
Please just go away,1,0,0,0,1,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
diaf,1,1,0,1,0,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
You (vn+,1,0,1,0,1,0
Shut up cuck,1,0,1,0,1,0
kys,1,1,0,1,0,0
That is really badass,0,0,1,0,0,0
I really cant stand lag,0,0,0,0,0,0
That is really lit,0,0,0,0,0,0
You are a cuuck,1,0,1,0,1,0
You are a mid,1,0,0,0,1,0
I really don't like updates,0,0,0,0,0,0
That is bloody good,0,0,1,0,0,0
I really detest sushi,0,0,0,0,0,0
Go hard or go home,0,0,0,0,0,0
Please just go away,1,0,0,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
Slay queen,0,0,0,0,0,0
ads is what I detest the most,0,0,0,0,0,0
Why do I loathe bugs so much?,0,0,0,0,0,0
White should leave,1,0,0,0,1,1
n1gger,1,0,1,0,1,0
You are fat,1,0,0,0,1,0
I really loathe ads,0,0,0,0,0,0
mondays is what I cant stand the most,0,0,0,0,0,0
He is a demon at gaming,0,0,0,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
You are a killer,1,0,0,1,0,0
These people are ruining our culture,1,0,0,0,0,1
You are fucking brilliant,0,0,1,0,0,0
He has a nasty curveball,0,0,0,0,0,0
Muslim are my friends,0,0,0,0,0,0
I am dating a Asian person,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
sushi is what I dislike the most,0,0,0,0,0,0
You are bloody dope,0,0,1,0,0,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
dick,1,0,1,0,1,0
I am dating a Jewish person,0,0,0,0,0,0
You c u n t,1,0,1,0,1,0
He is a demon at football,0,0,0,0,0,0
You are goddamn amazing,0,0,1,0,0,0
"I'm not a chef, but I love cooking",0,0,0,0,0,0
You are nasty,1,0,0,0,1,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You are a groomer,1,1,0,0,1,0
You are a libtard,1,0,0,0,1,1
I really dislike snow,0,0,0,0,0,0
n i g g e r,1,0,1,0,1,0
slut,1,0,1,0,1,0
You are fucking badass,0,0,1,0,0,0
He is a killer at guitar,0,0,0,0,0,0
You better be careful when you leave your house,1,0,0,1,0,0
retard,1,0,0,0,1,0
I really loathe sushi,0,0,0,0,0,0
I am dating a Women person,0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
nigger,1,1,1,0,1,1
You are super clean,0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
I really cant stand summer,0,0,0,0,0,0
I dislike heat,0,0,0,0,0,0
I detest errors,0,0,0,0,0,0
I don't like mud,0,0,0,0,0,0
f u c k,1,0,1,0,1,0
updates is what I dislike the most,0,0,0,0,0,0
I know where you live,1,0,0,1,0,0
You fv(|<,1,0,1,0,1,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
I am dating a White person,0,0,0,0,0,0
You are fucking great,0,0,1,0,0,0
I really detest coffee,0,0,0,0,0,0
Shut up groomer,1,1,0,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
I dislike errors,0,0,0,0,0,0
Gay culture is interesting,0,0,0,0,0,0
He is a wizard at chess,0,0,0,0,0,0
You are a mid,1,0,0,0,1,0
Why do I loathe updates so much?,0,0,0,0,0,0
You c u n t,1,0,1,0,1,0
You are a snowflake,1,0,0,0,1,0
asshole,1,0,1,0,1,0
That is fucking brilliant,0,0,1,0,0,0
Women are disgusting,1,0,0,0,1,1
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Filthy animal,1,0,0,0,1,0
Shut up clown,1,0,0,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
That is bloodyy awesome,0,0,1,0,0,0
Black are inferior,1,0,0,0,1,1
That is freaking good,0,0,0,0,0,0
You are bad,1,0,0,0,1,0
You are a karen,1,0,0,0,1,0
I hope you have a nice day,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
You are fucking good,0,0,1,0,0,0
I really cant stand cold,0,0,0,0,0,0
c*nt,1,0,1,0,1,0
White culture is interesting,0,0,0,0,0,0
You $h1+,1,0,1,0,1,0
Go hard or go home,0,0,0,0,0,0
I hate banana,0,0,0,0,0,0
I really don't like waking up,0,0,0,0,0,0
You are a wizard at football,0,0,0,0,0,0
You are a inecl,1,0,0,0,1,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
Just leave the package at the door,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
No one wants to work late,0,0,0,0,0,0
He is a monster at football,0,0,0,0,0,0
Why do I detest mud so much?,0,0,0,0,0,0
That is hella great,0,0,1,0,0,0
mondays is what I dislike the most,0,0,0,0,0,0
waiting is what I loathe the most,0,0,0,0,0,0
moron,1,0,0,0,1,0
Nobody likes you,1,0,0,0,1,0
That was crazy good,0,0,0,0,0,0
stfu,1,0,1,0,1,0
You @$$h01e,1,0,1,0,1,0
You n1gger,1,0,1,0,1,0
You are a litbard,1,0,0,0,1,1
I cant stand coffee,0,0,0,0,0,0
exams is what I loathe the most,0,0,0,0,0,0
Bro is a cuck,1,0,1,0,1,0
You are a simp,1,0,0,0,1,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
Why do I don't like bugs so much?,0,0,0,0,0,0
You are fat,1,0,0,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
Shut up npc,1,0,0,0,1,0
Men are my friends,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
You are freaking great,0,0,0,0,0,0
That is damn good,0,0,1,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
Common W,0,0,0,0,0,0
I know where you live,1,0,0,1,0,0
You are a garbage,1,0,0,0,1,0
fuck,1,0,1,0,1,0
That is hella sick,0,0,1,0,0,0
Typical behavior from those people,1,0,0,0,0,1
That is bloody brilliant,0,0,1,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
I really dislike traffic,0,0,0,0,0,0
I really hate spicy food,0,0,0,0,0,0
He is a wizard at guitar,0,0,0,0,0,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
You asshole,1,0,1,0,1,0
Do us a favor and disappear,1,0,0,0,1,0
I know where you live,1,0,0,1,0,0
Black people live here,0,0,0,0,0,0
f*ck,1,0,1,0,1,0
Sleep with one eye open,1,0,0,1,0,0
b i t c h,1,0,1,0,1,0
f u c k,1,0,1,0,1,0
updates is what I don't like the most,0,0,0,0,0,0
I hate Men people,1,0,0,0,1,1
You are sick,1,0,0,0,1,0
No cap,0,0,0,0,0,0
You will regret this,1,0,0,1,0,0
These people are ruining our culture,1,0,0,0,0,1
I really don't like pizza,0,0,0,0,0,0
You are sick,1,0,0,0,1,0
I want it so bad,0,0,0,0,0,0
I really dislike pizza,0,0,0,0,0,0
"I'm not a chef, but I love cooking",0,0,0,0,0,0
faggot,1,0,1,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
I love visiting their country,0,0,0,0,0,0
Shut up diaf,1,1,0,1,0,0
Black history is long,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
Trans ruin everything,1,0,0,0,1,1
That is really good,0,0,0,0,0,0
You dick,1,0,1,0,1,0
Why do I don't like errors so much?,0,0,0,0,0,0
Shut up karen,1,0,0,0,1,0
I hate Gay people,1,0,0,0,1,1
faggot,1,1,1,0,1,1
You are proof that evolution can go in reverse,1,0,0,0,1,0
He is a beast at guitar,0,0,0,0,0,0
I really hate cold,0,0,0,0,0,0
You are fat,1,0,0,0,1,0
c u n t,1,0,1,0,1,0
This is fire,0,0,0,0,0,0
I cant stand glitches,0,0,0,0,0,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
I loathe banana,0,0,0,0,0,0
I really detest traffic,0,0,0,0,0,0
You are bloody lit,0,0,1,0,0,0
faggot,1,1,1,0,1,1
Why do they act like animals?,1,0,0,0,0,1
You are goddamn clean,0,0,1,0,0,0
I hate coffee,0,0,0,0,0,0
Shut up groomer,1,1,0,0,1,0
This is fire,0,0,0,0,0,0
You are a npc,1,0,0,0,1,0
You are nasty,1,0,0,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
Why do they act like animals?,1,0,0,0,0,1
Why do I detest errors so much?,0,0,0,0,0,0
Trans should leave,1,0,0,0,1,1
kill urself,1,1,0,1,0,0
I dislike cold,0,0,0,0,0,0
Slay queen,0,0,0,0,0,0
I don't like heat,0,0,0,0,0,0
Do us a favor and double check the code,0,0,0,0,0,0
That is damn awesome,0,0,1,0,0,0
ads is what I cant stand the most,0,0,0,0,0,0
I really detest spoilers,0,0,0,0,0,0
You f*ck,1,0,1,0,1,0
Trans are disgusting,1,0,0,0,1,1
dick,1,0,1,0,1,0
Bro is a incel,1,0,0,0,1,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
running is what I dislike the most,0,0,0,0,0,0
Do us a favor and disappear,1,0,0,0,1,0
Why do I hate spicy food so much?,0,0,0,0,0,0
Why do I detest slow internet so much?,0,0,0,0,0,0
I really don't like sushi,0,0,0,0,0,0
Shut up simp,1,0,0,0,1,0
I am dating a Women person,0,0,0,0,0,0
You are bad,1,0,0,0,1,0
You dick,1,0,1,0,1,0
cunt,1,0,1,0,1,0
Shut up karen,1,0,0,0,1,0
Why do I hate rain so much?,0,0,0,0,0,0
I cant stand snow,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
b i t c h,1,0,1,0,1,0
You bitch,1,0,1,0,1,0
We are coming for you,1,0,0,1,0,0
Trans exist,0,0,0,0,0,0
ads is what I dislike the most,0,0,0,0,0,0
You are a garbagge,1,0,0,0,1,0
I hate Jewish people,1,0,0,0,1,1
Please just go away,1,0,0,0,1,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
You are impossible to underestimate,1,0,0,0,1,0
Just leave the package at the door,0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
d i c k,1,0,1,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
Why do I detest winter so much?,0,0,0,0,0,0
Why do I don't like coffee so much?,0,0,0,0,0,0
I hope something bad happens to you soon,1,0,0,1,0,0
You f@gg0+,1,0,1,0,1,0
loser,1,0,0,0,1,0
I hate winter,0,0,0,0,0,0
I dislike slow internet,0,0,0,0,0,0
Why do I don't like spoilers so much?,0,0,0,0,0,0
I dislike lag,0,0,0,0,0,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
I know where you live,1,0,0,1,0,0
You are super awesome,0,0,0,0,0,0
Keep talking and see what happens to you,1,0,0,1,0,0
moron,1,0,0,0,1,0
I dislike wind,0,0,0,0,0,0
banana is what I detest the most,0,0,0,0,0,0
Shut up idiot,1,0,0,0,1,0
Nobody likes you,1,0,0,0,1,0
You are a magat,1,0,0,0,1,1
Shut up mid,1,0,0,0,1,0
Why do I cant stand spoilers so much?,0,0,0,0,0,0
You cunt,1,0,1,0,1,0
You will regret this,1,0,0,1,0,0
I want it so bad,0,0,0,0,0,0
That was crazy good,0,0,0,0,0,0
Bro is a karen,1,0,0,0,1,0
dick,1,0,1,0,1,0
I am dating a Muslim person,0,0,0,0,0,0
b*tch,1,0,1,0,1,0
gtfo,1,0,1,0,0,0
I really loathe mondays,0,0,0,0,0,0
Why do I don't like winter so much?,0,0,0,0,0,0
Why do I dislike coffee so much?,0,0,0,0,0,0
Why do I don't like glitches so much?,0,0,0,0,0,0
I cant stand heat,0,0,0,0,0,0
You are a loser,1,0,0,0,1,0
You have the perfect face for radio,1,0,0,0,1,0
You have the perfect face for radio,1,0,0,0,1,0
Why do I dislike errors so much?,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
You are a grooomer,1,1,0,0,1,0
You are a karen,1,0,0,0,1,0
(vn+,1,0,1,0,1,0
Watch your back,1,0,0,1,0,0
You shit,1,0,1,0,1,0
Bro is a karen,1,0,0,0,1,0
wtf,0,0,1,0,0,0
Sleep with one eye open,1,0,0,1,0,0
You are annoying everyone,1,0,0,0,1,0
You are a libtarrd,1,0,0,0,1,1
Why do I don't like waiting so much?,0,0,0,0,0,0
I really detest glitches,0,0,0,0,0,0
bitch,1,0,1,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
You are really good,0,0,0,0,0,0
I loathe coffee,0,0,0,0,0,0
f*ck,1,0,1,0,1,0
That is super sick,0,0,0,0,0,0
Why do you even bother trying?,1,0,0,0,1,0
Do us a favor and double check the code,0,0,0,0,0,0
Please just go away,1,0,0,0,1,0
"Please go away, I need to focus",0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
Shut up karen,1,0,0,0,1,0
Your days are numbered,1,0,0,1,0,0
summer is what I don't like the most,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
I dislike spicy food,0,0,0,0,0,0
faggot,1,1,1,0,1,1
Why do I dislike heat so much?,0,0,0,0,0,0
Why do I detest heat so much?,0,0,0,0,0,0
Why do I cant stand banana so much?,0,0,0,0,0,0
I hate Jewish people,1,0,0,0,1,1
d i c k,1,0,1,0,1,0
heat is what I cant stand the most,0,0,0,0,0,0
f*ck,1,0,1,0,1,0
I really cant stand pizza,0,0,0,0,0,0
Filthy animal,1,0,0,0,1,0
I hate sushi,0,0,0,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
Do us a favor and double check the code,0,0,0,0,0,0
I really loathe banana,0,0,0,0,0,0
You c*nt,1,0,1,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
sob,1,0,1,0,1,0
You are really awesome,0,0,0,0,0,0
I will hunt you down and kill you,1,1,0,1,0,0
I dislike glitches,0,0,0,0,0,0
I cant stand mondays,0,0,0,0,0,0
Bro is a simp,1,0,0,0,1,0
Bro is a garbage,1,0,0,0,1,0
Shut up loser,1,0,0,0,1,0
nigger,1,1,1,0,1,1
fv(|<,1,0,1,0,1,0
These people are amazing,0,0,0,0,0,0
You are a cuck,1,0,1,0,1,0
broccoli is what I loathe the most,0,0,0,0,0,0
I really don't like summer,0,0,0,0,0,0
They do not belong in civilized society,1,0,0,0,0,1
bugs is what I loathe the most,0,0,0,0,0,0
omfg,0,0,1,0,0,0
I cant stand mud,0,0,0,0,0,0
That is really great,0,0,0,0,0,0
I dislike spoilers,0,0,0,0,0,0
winter is what I loathe the most,0,0,0,0,0,0
Nobody likes you,1,0,0,0,1,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
You better be careful when you leave your house,1,0,0,1,0,0
I'm going to slit your throat,1,1,0,1,0,0
exams is what I don't like the most,0,0,0,0,0,0
omfg,0,0,1,0,0,0
The world would be a better place without you,1,1,0,0,1,0
I loathe running,0,0,0,0,0,0
Black should leave,1,0,0,0,1,1
God is so unfair to take away your intelligence,1,0,0,0,1,0
glitches is what I loathe the most,0,0,0,0,0,0
I detest waking up,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
They do not belong in civilized society,1,0,0,0,0,1
You are a clown,1,0,0,0,1,0
Why do I cant stand sushi so much?,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
I don't like traffic,0,0,0,0,0,0
Do us a favor and disappear,1,0,0,0,1,0
broccoli is what I dislike the most,0,0,0,0,0,0
I really loathe errors,0,0,0,0,0,0
Shut up cuck,1,0,1,0,1,0
faggot,1,0,1,0,1,0
You f@gg0+,1,0,1,0,1,0
You sh*t,1,0,1,0,1,0
I am dating a Women person,0,0,0,0,0,0
summer is what I dislike the most,0,0,0,0,0,0
dick,1,0,1,0,1,0
winter is what I detest the most,0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
Why do I dislike summer so much?,0,0,0,0,0,0
I hate Trans people,1,0,0,0,1,1
Why do I detest coffee so much?,0,0,0,0,0,0
Jewish are my friends,0,0,0,0,0,0
I detest cold,0,0,0,0,0,0
Why do I cant stand wind so much?,0,0,0,0,0,0
You are super excellent,0,0,0,0,0,0
nigger,1,0,1,0,1,0
Why do I cant stand running so much?,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
I am dating a Black person,0,0,0,0,0,0
Why do I dislike spoilers so much?,0,0,0,0,0,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
mud is what I cant stand the most,0,0,0,0,0,0
I hate Asian people,1,0,0,0,1,1
You better be careful when you leave your house,1,0,0,1,0,0
Bro is a libtard,1,0,0,0,1,1
You are impossible to underestimate,1,0,0,0,1,0
I really loathe lag,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
You b i t c h,1,0,1,0,1,0
You will regret this,1,0,0,1,0,0
I really loathe waking up,0,0,0,0,0,0
You are a snowflake,1,0,0,0,1,0
Common W,0,0,0,0,0,0
Why do I detest traffic so much?,0,0,0,0,0,0
Gay ruin everything,1,0,0,0,1,1
Shut up libtard,1,0,0,0,1,1
You f a g g o t,1,0,1,0,1,0
You are a waste of space and time,1,0,0,0,1,0
heat is what I dislike the most,0,0,0,0,0,0
She is a monster,1,0,0,0,1,0
I detest running,0,0,0,0,0,0
Bro is a garbage,1,0,0,0,1,0
n*gger,1,0,1,0,1,0
I dislike updates,0,0,0,0,0,0
That is goddamn lit,0,0,1,0,0,0
Do us a favor and disappear,1,0,0,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
wtf,0,0,1,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
That trick was sick,0,0,0,0,0,0
You will regret this,1,0,0,1,0,0
I want it so bad,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
diaf,1,1,0,1,0,0
d1(|<,1,0,1,0,1,0
Watch your back,1,0,0,1,0,0
You are a boomre,1,0,0,0,1,0
I really detest running,0,0,0,0,0,0
Why do I cant stand heat so much?,0,0,0,0,0,0
I really dislike ads,0,0,0,0,0,0
You nigger,1,0,1,0,1,0
coffee is what I dislike the most,0,0,0,0,0,0
exams is what I cant stand the most,0,0,0,0,0,0
sushi is what I hate the most,0,0,0,0,0,0
You are fat,1,0,0,0,1,0
I hate broccoli,0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
Why do I loathe spicy food so much?,0,0,0,0,0,0
Shut up stfu,1,0,1,0,1,0
You d*ck,1,0,1,0,1,0
You are a fml,0,0,1,0,0,0
I want it so bad,0,0,0,0,0,0
They should stay in their country for the holidays,0,0,0,0,0,0
It would be a shame if something happened to your family,1,0,0,1,0,0
These people are ruining our culture,1,0,0,0,0,1
You are fucking excellent,0,0,1,0,0,0
waiting is what I dislike the most,0,0,0,0,0,0
You n*gger,1,0,1,0,1,0
They should stay in their country for the holidays,0,0,0,0,0,0
slow internet is what I dislike the most,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
omfg,0,0,1,0,0,0
I really detest cold,0,0,0,0,0,0
I am dating a Asian person,0,0,0,0,0,0
That is freaking dope,0,0,0,0,0,0
Why do I cant stand pizza so much?,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
I loathe spicy food,0,0,0,0,0,0
retard,1,0,0,0,1,0
Watch your favorite movie tonight,0,0,0,0,0,0
He is a killer at chess,0,0,0,0,0,0
Are you crazy?,1,0,0,0,1,0
Bro is a cuck,1,0,1,0,1,0
sushi is what I don't like the most,0,0,0,0,0,0
You asshole,1,0,1,0,1,0
I hope something bad happens to you soon,1,0,0,1,0,0
You are annoying everyone,1,0,0,0,1,0
I hate Men people,1,0,0,0,1,1
Shut up omfg,0,0,1,0,0,0
No cap,0,0,0,0,0,0
d i c k,1,0,1,0,1,0
Shut up simp,1,0,0,0,1,0
These people are ruining our culture,1,0,0,0,0,1
I really cant stand banana,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
Why do I loathe snow so much?,0,0,0,0,0,0
"I know where you work, it is a nice building",0,0,0,0,0,0
gtfo,1,0,1,0,0,0
Shut up trash,1,0,0,0,1,0
wtf,0,0,1,0,0,0
I hate Jewish people,1,0,0,0,1,1
Sleep with one eye open,1,0,0,1,0,0
Why do you even bother trying?,1,0,0,0,1,0
n i g g e r,1,0,1,0,1,0
bitch,1,0,1,0,1,0
Bro is a boomer,1,0,0,0,1,0
pos,1,0,1,0,1,0
b1+(h,1,0,1,0,1,0
It would be a shame if something happened to your family,1,0,0,1,0,0
You are a nigger,1,1,1,0,1,1
You better be careful when you leave your house,1,0,0,1,0,0
Bro is a karen,1,0,0,0,1,0
Why do I loathe exams so much?,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
Shut up clown,1,0,0,0,1,0
Goated,0,0,0,0,0,0
I detest mondays,0,0,0,0,0,0
Bro is a trash,1,0,0,0,1,0
Watch your favorite movie tonight,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
Bro is a cuck,1,0,1,0,1,0
You are a bomoer,1,0,0,0,1,0
Shut up whore,1,0,1,0,1,0
exams is what I hate the most,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
I dislike bugs,0,0,0,0,0,0
They do not belong in civilized society,1,0,0,0,0,1
You s h i t,1,0,1,0,1,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
d*ck,1,0,1,0,1,0
ads is what I hate the most,0,0,0,0,0,0
wind is what I detest the most,0,0,0,0,0,0
They do not belong in civilized society,1,0,0,0,0,1
Everyone would be better off if you weren't here,1,1,0,0,1,0
I really loathe coffee,0,0,0,0,0,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
Bro is a groomer,1,1,0,0,1,0
$h1+,1,0,1,0,1,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
We want people like them in our team,0,0,0,0,0,0
You better be careful when you leave your house,1,0,0,1,0,0
Based take,0,0,0,0,0,0
Nobody likes you,1,0,0,0,1,0
Why do I loathe mud so much?,0,0,0,0,0,0
I will hunt you down and kill you,1,1,0,1,0,0
You c*nt,1,0,1,0,1,0
I really cant stand heat,0,0,0,0,0,0
You are bad,1,0,0,0,1,0
We are coming for you,1,0,0,1,0,0
You are sick,1,0,0,0,1,0
You are a npc,1,0,0,0,1,0
He has a nasty curveball,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
@$$h01e,1,0,1,0,1,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
I know where you live,1,0,0,1,0,0
Go hard or go home,0,0,0,0,0,0
banana is what I don't like the most,0,0,0,0,0,0
I know where the library is,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
You nigger,1,0,1,0,1,0
Bro is a clown,1,0,0,0,1,0
You have no idea what is coming your way,1,0,0,1,0,0
You are bloody sick,0,0,1,0,0,0
You try too hard,1,0,0,0,1,0
I really cant stand sushi,0,0,0,0,0,0
You b1+(h,1,0,1,0,1,0
a s s h o l e,1,0,1,0,1,0
You are freaking excellent,0,0,0,0,0,0
wind is what I hate the most,0,0,0,0,0,0
I will find you and end you,1,1,0,1,0,0
Shut up garbage,1,0,0,0,1,0
Why do I hate running so much?,0,0,0,0,0,0
I hate exams,0,0,0,0,0,0
Shut up wtf,0,0,1,0,0,0
retard,1,0,0,0,1,0
I don't like broccoli,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
You are a moron,1,0,0,0,1,0
Why do I cant stand waking up so much?,0,0,0,0,0,0
You are a cllown,1,0,0,0,1,0
The world would be a better place without you,1,1,0,0,1,0
White are inferior,1,0,0,0,1,1
winter is what I cant stand the most,0,0,0,0,0,0
You are super sick,0,0,0,0,0,0
You n i g g e r,1,0,1,0,1,0
We are coming for you,1,0,0,1,0,0
diaf,1,1,0,1,0,0
You are a clown,1,0,0,0,1,0
These people are ruining our culture,1,0,0,0,0,1
I really don't like mondays,0,0,0,0,0,0
I cant stand lag,0,0,0,0,0,0
kill urself,1,1,0,1,0,0
f@gg0+,1,0,1,0,1,0
You are a boomre,1,0,0,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
cold is what I cant stand the most,0,0,0,0,0,0
You b1+(h,1,0,1,0,1,0
Why do I hate exams so much?,0,0,0,0,0,0
Muslim history is long,0,0,0,0,0,0
"Keep talking, I love listening to your stories",0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
Nobody likes you,1,0,0,0,1,0
spicy food is what I don't like the most,0,0,0,0,0,0
Why do I detest rain so much?,0,0,0,0,0,0
Asian people live here,0,0,0,0,0,0
You asshole,1,0,1,0,1,0
You fuck,1,0,1,0,1,0
I really don't like running,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
I really don't like mud,0,0,0,0,0,0
b*tch,1,0,1,0,1,0
That is erally badass,0,0,1,0,0,0
You are a groomer,1,1,0,0,1,0
waking up is what I loathe the most,0,0,0,0,0,0
